loan_amnt,term,int_rate,grade,annual_inc,loan_status,purpose,dti,pub_rec,revol_util,annual_inc_range,loan_amnt_range,int_rate_range,revol_util_range,dti_range
16675, 60 months,11.71,B,72000,0,car,8.68,0,66.3,50k-75k,15k-20k,10-12.5,60-80,5-10%
4000, 36 months,16.29,D,75000,0,debt_consolidation,20.91,0,93.8,50k-75k,0-5k,15+,80+,20-25%
12875, 60 months,11.71,B,27000,0,debt_consolidation,13.69,0,69.2,25k-50k,10k-15k,10-12.5,60-80,10-15%
7000, 36 months,12.69,B,48000,0,debt_consolidation,21.95,0,69.3,25k-50k,5k-10k,12.5-15,60-80,20-25%
1500, 36 months,14.65,C,92700,0,debt_consolidation,2.64,0,36.6,75k-100k,0-5k,12.5-15,20-40,0-5%
5300, 36 months,8.9,A,36000,0,debt_consolidation,15.2,0,56.9,25k-50k,5k-10k,7.5-10,40-60,15-20%
4200, 60 months,16.77,D,22088,0,debt_consolidation,10.65,0,91.4,0-25k,0-5k,15+,80+,10-15%
2400, 36 months,12.69,B,57000,0,other,17.01,0,12.5,50k-75k,0-5k,12.5-15,0-20,15-20%
12000, 36 months,7.9,A,42000,0,credit_card,17.06,0,50.4,25k-50k,10k-15k,7.5-10,40-60,15-20%
10000, 36 months,11.71,B,44959,0,debt_consolidation,5.98,0,72.6,25k-50k,5k-10k,10-12.5,60-80,5-10%
20000, 60 months,16.77,D,60000,0,debt_consolidation,17.56,0,81.3,50k-75k,15k-20k,15+,80+,15-20%
7800, 36 months,14.27,C,36000,0,major_purchase,1.9,0,73.5,25k-50k,5k-10k,12.5-15,60-80,0-5%
22950, 36 months,13.49,C,52000,0,credit_card,21.83,0,82.4,50k-75k,20k-25k,12.5-15,80+,20-25%
1000, 36 months,16.29,D,14400,1,debt_consolidation,15,0,72.9,0-25k,0-5k,15+,60-80,10-15%
1950, 36 months,14.27,C,11340,0,debt_consolidation,16.93,0,36.6,0-25k,0-5k,12.5-15,20-40,15-20%
4650, 36 months,6.62,A,37000,0,credit_card,9.54,0,57.1,25k-50k,0-5k,0-7.5,40-60,5-10%
20000, 60 months,19.91,E,136500,0,home_improvement,24.23,0,87.1,100k+,15k-20k,15+,80+,20-25%
9450, 36 months,16.77,D,26000,0,debt_consolidation,14.08,0,89.1,25k-50k,5k-10k,15+,80+,10-15%
16000, 36 months,7.9,A,30000,0,other,17.88,0,53.2,25k-50k,15k-20k,7.5-10,40-60,15-20%
16000, 36 months,8.9,A,42856,0,debt_consolidation,8.93,0,69,25k-50k,15k-20k,7.5-10,60-80,5-10%
4800, 36 months,10.65,B,24500,0,car,3.38,0,34.5,0-25k,0-5k,10-12.5,20-40,0-5%
5000, 36 months,10.65,B,95000,0,vacation,10.79,0,52.4,75k-100k,0-5k,10-12.5,40-60,10-15%
7100, 36 months,7.9,A,25000,0,credit_card,18.91,0,82.4,0-25k,5k-10k,7.5-10,80+,15-20%
6000, 36 months,13.49,C,30000,0,credit_card,15.84,0,85,25k-50k,5k-10k,12.5-15,80+,15-20%
9000, 36 months,16.29,D,84500,0,debt_consolidation,13.97,1,89.6,75k-100k,5k-10k,15+,80+,10-15%
5000, 36 months,12.42,B,48879,0,debt_consolidation,18.54,0,44.1,25k-50k,0-5k,10-12.5,40-60,15-20%
10000, 36 months,13.49,C,60000,0,other,21.38,0,40.4,50k-75k,5k-10k,12.5-15,40-60,20-25%
25000, 60 months,17.58,D,50000,0,small_business,9.91,0,37.4,25k-50k,20k-25k,15+,20-40,5-10%
15000, 60 months,14.27,C,60000,1,debt_consolidation,8.88,0,68.5,50k-75k,10k-15k,12.5-15,60-80,5-10%
15000, 36 months,15.27,C,55000,0,debt_consolidation,22.69,0,72.4,50k-75k,10k-15k,15+,60-80,20-25%
8400, 36 months,18.64,E,36000,0,debt_consolidation,18.47,0,97.6,25k-50k,5k-10k,15+,80+,15-20%
6000, 36 months,15.27,C,29000,0,moving,16.34,0,48.6,25k-50k,5k-10k,15+,40-60,15-20%
6000, 36 months,6.62,A,53000,0,credit_card,20.51,0,30.2,50k-75k,5k-10k,0-7.5,20-40,20-25%
12000, 36 months,6.62,A,80000,0,renewable_energy,10.56,0,34.7,75k-100k,10k-15k,0-7.5,20-40,10-15%
1500, 36 months,12.42,B,63000,0,other,22.19,0,74.3,50k-75k,0-5k,10-12.5,60-80,20-25%
8000, 36 months,10.65,B,42816,1,car,1.88,0,64.1,25k-50k,5k-10k,10-12.5,60-80,0-5%
7200, 36 months,11.71,B,105000,0,credit_card,9.47,0,23.2,100k+,5k-10k,10-12.5,20-40,5-10%
4400, 36 months,7.9,A,95000,0,debt_consolidation,1.09,0,54.1,75k-100k,0-5k,7.5-10,40-60,0-5%
23000, 36 months,6.62,A,120000,0,debt_consolidation,3.77,0,37.3,100k+,20k-25k,0-7.5,20-40,0-5%
2000, 36 months,13.49,C,70000,0,home_improvement,24.38,0,22,50k-75k,0-5k,12.5-15,20-40,20-25%
12000, 36 months,12.69,B,80000,0,credit_card,8.31,0,72.8,75k-100k,10k-15k,12.5-15,60-80,5-10%
17000, 60 months,19.03,E,56000,1,debt_consolidation,17.27,0,59.7,50k-75k,15k-20k,15+,40-60,15-20%
3000, 36 months,6.62,A,45000,0,car,16.32,0,62.8,25k-50k,0-5k,0-7.5,60-80,15-20%
28625, 60 months,22.35,F,72000,1,debt_consolidation,24.6,0,55.3,50k-75k,25k+,15+,40-60,20-25%
14000, 60 months,17.27,D,43000,1,debt_consolidation,17.97,1,61.1,25k-50k,10k-15k,15+,60-80,15-20%
10200, 36 months,12.42,B,70000,0,debt_consolidation,17.86,0,64.2,50k-75k,10k-15k,10-12.5,60-80,15-20%
24000, 36 months,11.71,B,85000,0,credit_card,13.23,0,76.2,75k-100k,20k-25k,10-12.5,60-80,10-15%
10250, 36 months,14.65,C,56000,0,credit_card,19.63,0,77.1,50k-75k,10k-15k,12.5-15,60-80,15-20%
6100, 60 months,13.49,C,42600,0,debt_consolidation,27.94,0,47.1,25k-50k,5k-10k,12.5-15,40-60,25%+
5800, 60 months,17.58,D,30000,1,house,1,0,0,25k-50k,5k-10k,15+,,0-5%
24000, 36 months,9.91,B,130000,0,debt_consolidation,5.81,0,61.8,100k+,20k-25k,7.5-10,60-80,5-10%
6000, 36 months,14.27,C,54000,0,debt_consolidation,14.13,0,48.5,50k-75k,5k-10k,12.5-15,40-60,10-15%
1000, 36 months,16.29,D,17280,1,debt_consolidation,22.08,0,70.3,0-25k,0-5k,15+,60-80,20-25%
11000, 36 months,9.91,B,58195,0,debt_consolidation,13.4,0,68.4,50k-75k,10k-15k,7.5-10,60-80,10-15%
9000, 36 months,16.77,D,32000,0,other,14.63,0,87.5,25k-50k,5k-10k,15+,80+,10-15%
3000, 36 months,12.69,B,20000,0,other,22.5,0,72.4,0-25k,0-5k,12.5-15,60-80,20-25%
2000, 36 months,10.65,B,14400,0,debt_consolidation,6.67,0,63.9,0-25k,0-5k,10-12.5,60-80,5-10%
12500, 60 months,16.77,D,35000,1,debt_consolidation,19.95,0,71.4,25k-50k,10k-15k,15+,60-80,15-20%
13000, 36 months,10.65,B,72000,0,debt_consolidation,12.98,0,61,50k-75k,10k-15k,10-12.5,60-80,10-15%
21000, 36 months,14.65,C,96000,0,debt_consolidation,18.24,0,67.9,75k-100k,20k-25k,12.5-15,60-80,15-20%
15000, 60 months,12.69,B,26400,0,debt_consolidation,12.5,0,29.1,25k-50k,10k-15k,12.5-15,20-40,10-15%
15000, 36 months,16.77,D,104371.43,0,debt_consolidation,12.97,0,94.1,100k+,10k-15k,15+,80+,10-15%
5000, 36 months,7.9,A,26000,0,vacation,18.37,0,42.5,25k-50k,0-5k,7.5-10,40-60,15-20%
10000, 36 months,7.51,A,45000,0,other,10.11,0,3.6,25k-50k,5k-10k,7.5-10,0-20,10-15%
30000, 36 months,16.77,D,102000,0,debt_consolidation,13.73,1,21.2,100k+,25k+,15+,20-40,10-15%
12000, 36 months,14.65,C,85000,0,wedding,16.43,0,47.2,75k-100k,10k-15k,12.5-15,40-60,15-20%
7200, 36 months,8.9,A,37245,0,debt_consolidation,22.26,0,61.3,25k-50k,5k-10k,7.5-10,60-80,20-25%
20000, 60 months,20.89,F,90000,1,debt_consolidation,16.23,0,63.2,75k-100k,15k-20k,15+,60-80,15-20%
5500, 36 months,6.03,A,54960,0,car,10.85,0,20.3,50k-75k,5k-10k,0-7.5,20-40,10-15%
17625, 36 months,12.69,B,37793.6,0,credit_card,18.73,0,63.3,25k-50k,15k-20k,12.5-15,60-80,15-20%
25000, 60 months,19.91,E,49960,1,debt_consolidation,12.08,0,72,25k-50k,20k-25k,15+,60-80,10-15%
8325, 36 months,6.62,A,19000,0,debt_consolidation,19.89,0,19.8,0-25k,5k-10k,0-7.5,0-20,15-20%
7000, 36 months,14.27,C,55900,1,other,24.58,0,80.7,50k-75k,5k-10k,12.5-15,80+,20-25%
10500, 36 months,14.27,C,40000,0,debt_consolidation,9.06,0,95.8,25k-50k,10k-15k,12.5-15,80+,5-10%
17000, 60 months,18.64,E,35000,1,credit_card,13.17,0,57.9,25k-50k,15k-20k,15+,40-60,10-15%
5000, 36 months,12.42,B,80000,0,credit_card,3.99,0,83,75k-100k,0-5k,10-12.5,80+,0-5%
18000, 60 months,18.64,E,60000,0,debt_consolidation,11.76,0,65,50k-75k,15k-20k,15+,60-80,10-15%
2000, 36 months,13.49,C,62000,0,other,1.95,0,88.1,50k-75k,0-5k,12.5-15,80+,0-5%
2500, 36 months,15.96,C,98480,0,debt_consolidation,20.61,0,72.6,75k-100k,0-5k,15+,60-80,20-25%
10000, 36 months,10.65,B,35000,0,debt_consolidation,10.15,0,42.7,25k-50k,5k-10k,10-12.5,40-60,10-15%
15600, 60 months,19.42,E,55000,1,debt_consolidation,22.78,0,73,50k-75k,15k-20k,15+,60-80,20-25%
6000, 36 months,7.9,A,92000,0,moving,8.03,0,78.4,75k-100k,5k-10k,7.5-10,60-80,5-10%
4500, 36 months,11.71,B,26000,0,car,7.11,0,52.6,25k-50k,0-5k,10-12.5,40-60,5-10%
21600, 36 months,18.64,E,92001,1,debt_consolidation,17.67,0,73.3,75k-100k,20k-25k,15+,60-80,15-20%
5500, 36 months,11.71,B,55000,0,credit_card,11.56,0,56,50k-75k,5k-10k,10-12.5,40-60,10-15%
4850, 36 months,14.27,C,23000,0,credit_card,18.63,0,81.1,0-25k,0-5k,12.5-15,80+,15-20%
10000, 36 months,7.51,A,35000,1,debt_consolidation,17.07,0,66.7,25k-50k,5k-10k,7.5-10,60-80,15-20%
15000, 60 months,15.27,C,38000,1,debt_consolidation,18.98,0,68.3,25k-50k,10k-15k,15+,60-80,15-20%
7000, 36 months,6.62,A,47000,0,debt_consolidation,26.32,0,19.8,25k-50k,5k-10k,0-7.5,0-20,25%+
25000, 36 months,6.62,A,80000,0,debt_consolidation,5.04,0,20.5,75k-100k,20k-25k,0-7.5,20-40,5-10%
25000, 36 months,13.49,C,110000,0,credit_card,8.85,0,46.6,100k+,20k-25k,12.5-15,40-60,5-10%
9425, 36 months,13.49,C,45000,0,credit_card,15.71,0,81.3,25k-50k,5k-10k,12.5-15,80+,15-20%
5500, 36 months,12.69,B,20000,0,debt_consolidation,21.24,0,84.3,0-25k,5k-10k,12.5-15,80+,20-25%
6400, 36 months,17.27,D,55200,1,debt_consolidation,6.93,0,47.4,50k-75k,5k-10k,15+,40-60,5-10%
13500, 60 months,19.03,E,43200,0,debt_consolidation,12.11,0,47.7,25k-50k,10k-15k,15+,40-60,10-15%
10000, 36 months,6.62,A,80004,0,major_purchase,4.96,0,53.7,75k-100k,5k-10k,0-7.5,40-60,0-5%
30000, 60 months,15.96,C,55097.04,0,home_improvement,16.64,1,14.2,50k-75k,25k+,15+,0-20,15-20%
18000, 36 months,7.9,A,80000,1,credit_card,15,0,74.5,75k-100k,15k-20k,7.5-10,60-80,10-15%
8575, 36 months,10.65,B,35000,0,debt_consolidation,18.82,0,64,25k-50k,5k-10k,10-12.5,60-80,15-20%
18000, 36 months,14.65,C,42000,0,debt_consolidation,19.63,0,90.9,25k-50k,15k-20k,12.5-15,80+,15-20%
18000, 60 months,19.42,E,36000,0,other,3.27,0,31,25k-50k,15k-20k,15+,20-40,0-5%
25000, 60 months,16.77,D,55000,1,debt_consolidation,20.79,0,56.8,50k-75k,20k-25k,15+,40-60,20-25%
3000, 36 months,12.42,B,30000,0,other,6.4,0,82.4,25k-50k,0-5k,10-12.5,80+,5-10%
3600, 36 months,15.27,C,50000,0,vacation,11.83,0,20.5,25k-50k,0-5k,15+,20-40,10-15%
9600, 60 months,12.69,B,42336,0,home_improvement,8.84,0,3.6,25k-50k,5k-10k,12.5-15,0-20,5-10%
4500, 36 months,12.42,B,24000,0,credit_card,24.1,0,87.9,0-25k,0-5k,10-12.5,80+,20-25%
5000, 36 months,10.65,B,130000,0,vacation,7.6,0,71.3,100k+,0-5k,10-12.5,60-80,5-10%
19500, 60 months,12.42,B,76500,0,home_improvement,12.7,0,3.1,75k-100k,15k-20k,10-12.5,0-20,10-15%
4200, 36 months,8.9,A,33600,0,other,4.54,1,50.4,25k-50k,0-5k,7.5-10,40-60,0-5%
5250, 36 months,15.27,C,48000,0,debt_consolidation,24.77,0,85.9,25k-50k,5k-10k,15+,80+,20-25%
11000, 36 months,9.91,B,65000,0,credit_card,20.16,0,77.7,50k-75k,10k-15k,7.5-10,60-80,20-25%
2000, 36 months,16.29,D,30972,1,other,15.61,0,88.6,25k-50k,0-5k,15+,80+,15-20%
12700, 36 months,11.71,B,60000,1,debt_consolidation,6.04,1,59.8,50k-75k,10k-15k,10-12.5,40-60,5-10%
20000, 36 months,15.27,C,85000,0,debt_consolidation,17.68,0,75.7,75k-100k,15k-20k,15+,60-80,15-20%
7000, 36 months,13.49,C,83000,0,home_improvement,16.83,0,96.7,75k-100k,5k-10k,12.5-15,80+,15-20%
12000, 60 months,12.42,B,52000,0,wedding,3.76,0,48.9,50k-75k,10k-15k,10-12.5,40-60,0-5%
5000, 36 months,13.49,C,60000,0,credit_card,17.4,0,94.4,50k-75k,0-5k,12.5-15,80+,15-20%
6600, 60 months,19.42,E,72000,1,debt_consolidation,15.87,0,19,50k-75k,5k-10k,15+,0-20,15-20%
25475, 36 months,16.29,D,52800,0,credit_card,16.84,0,82.5,50k-75k,25k+,15+,80+,15-20%
22250, 60 months,21.28,F,56000,1,credit_card,21.9,0,92.4,50k-75k,20k-25k,15+,80+,20-25%
11000, 36 months,8.9,A,45000,0,debt_consolidation,13.57,0,74,25k-50k,10k-15k,7.5-10,60-80,10-15%
8000, 36 months,10.65,B,36000,0,other,17.33,0,74.1,25k-50k,5k-10k,10-12.5,60-80,15-20%
6000, 36 months,7.9,A,52000,0,debt_consolidation,22.71,0,46.4,50k-75k,5k-10k,7.5-10,40-60,20-25%
10000, 36 months,11.71,B,52000,0,credit_card,7.11,0,87.5,50k-75k,5k-10k,10-12.5,80+,5-10%
24000, 60 months,18.64,E,125000,1,debt_consolidation,22.49,0,78.1,100k+,20k-25k,15+,60-80,20-25%
12000, 36 months,16.77,D,68000,0,debt_consolidation,17.61,0,79.2,50k-75k,10k-15k,15+,60-80,15-20%
18000, 60 months,18.25,D,63000,0,debt_consolidation,19.68,0,50.9,50k-75k,15k-20k,15+,40-60,15-20%
20000, 60 months,17.58,D,48000,0,credit_card,17.15,0,89.1,25k-50k,15k-20k,15+,80+,15-20%
14850, 36 months,8.9,A,31500,0,debt_consolidation,21.9,0,85.2,25k-50k,10k-15k,7.5-10,80+,20-25%
15000, 60 months,18.25,D,65000,1,debt_consolidation,10.45,0,72.4,50k-75k,10k-15k,15+,60-80,10-15%
12650, 36 months,8.9,A,87504,0,debt_consolidation,11.9,0,37,75k-100k,10k-15k,7.5-10,20-40,10-15%
17500, 36 months,13.49,C,58000,0,credit_card,10.97,0,88.8,50k-75k,15k-20k,12.5-15,80+,10-15%
15000, 60 months,15.96,C,115000,0,debt_consolidation,23.7,0,57.1,100k+,10k-15k,15+,40-60,20-25%
9500, 36 months,6.03,A,35000,0,debt_consolidation,7.78,0,36.5,25k-50k,5k-10k,0-7.5,20-40,5-10%
13000, 60 months,17.27,D,49920,0,credit_card,15.31,0,78,25k-50k,10k-15k,15+,60-80,15-20%
12000, 60 months,14.27,C,57500,1,debt_consolidation,13.75,0,43.3,50k-75k,10k-15k,12.5-15,40-60,10-15%
8000, 36 months,7.9,A,80000,0,debt_consolidation,15.21,0,51.1,75k-100k,5k-10k,7.5-10,40-60,15-20%
10000, 36 months,8.9,A,60000,0,credit_card,7.24,0,79.1,50k-75k,5k-10k,7.5-10,60-80,5-10%
12000, 36 months,14.27,C,55000,0,debt_consolidation,9.25,0,47.7,50k-75k,10k-15k,12.5-15,40-60,5-10%
4125, 36 months,11.71,B,25000,0,credit_card,22.99,0,64.3,0-25k,0-5k,10-12.5,60-80,20-25%
7000, 36 months,6,B,75000,0,debt_consolidation,18.83,0,49.3,50k-75k,5k-10k,0-7.5,40-60,15-20%
6000, 36 months,8.9,A,37000,0,small_business,13.82,0,8.4,25k-50k,5k-10k,7.5-10,0-20,10-15%
6000, 36 months,6.03,A,59000,0,other,11.39,0,15.4,50k-75k,5k-10k,0-7.5,0-20,10-15%
10000, 36 months,16.77,D,40000,1,debt_consolidation,9.57,0,59.2,25k-50k,5k-10k,15+,40-60,5-10%
1500, 36 months,12.42,B,80000,0,moving,13.39,0,45.1,75k-100k,0-5k,10-12.5,40-60,10-15%
13200, 36 months,11.71,B,31500,0,debt_consolidation,20.99,0,76.2,25k-50k,10k-15k,10-12.5,60-80,20-25%
25000, 60 months,19.03,E,68000,0,credit_card,22.08,0,73.4,50k-75k,20k-25k,15+,60-80,20-25%
6000, 36 months,8.9,A,24000,0,credit_card,1.05,0,41.6,0-25k,5k-10k,7.5-10,40-60,0-5%
5150, 36 months,6.62,A,28800,0,debt_consolidation,23.38,0,83.5,25k-50k,5k-10k,0-7.5,80+,20-25%
5000, 36 months,11.71,B,45500,0,debt_consolidation,11.42,0,89.5,25k-50k,0-5k,10-12.5,80+,10-15%
21625, 60 months,12.69,B,54000,0,debt_consolidation,29.09,0,64.8,50k-75k,20k-25k,12.5-15,60-80,25%+
18000, 36 months,7.9,A,50000,1,debt_consolidation,15.07,0,68.6,25k-50k,15k-20k,7.5-10,60-80,15-20%
7500, 36 months,17.58,D,38400,0,major_purchase,20.88,0,99.5,25k-50k,5k-10k,15+,80+,20-25%
5000, 36 months,14.65,C,75000,0,debt_consolidation,13.06,0,83,50k-75k,0-5k,12.5-15,80+,10-15%
15000, 60 months,12.69,B,60000,1,debt_consolidation,4.68,1,46.7,50k-75k,10k-15k,12.5-15,40-60,0-5%
12000, 36 months,10.65,B,42000,0,credit_card,19.43,0,70.4,25k-50k,10k-15k,10-12.5,60-80,15-20%
14000, 36 months,8.9,A,31500,0,debt_consolidation,13.83,0,70.8,25k-50k,10k-15k,7.5-10,60-80,10-15%
10200, 36 months,6.62,A,64000,0,debt_consolidation,17.03,0,66.6,50k-75k,10k-15k,0-7.5,60-80,15-20%
15000, 36 months,18.64,E,48000,0,debt_consolidation,11.25,0,95.4,25k-50k,10k-15k,15+,80+,10-15%
2700, 36 months,14.27,C,24000,0,credit_card,24.6,0,78.3,0-25k,0-5k,12.5-15,60-80,20-25%
16000, 60 months,18.64,E,55000,0,credit_card,19.03,0,81.9,50k-75k,15k-20k,15+,80+,15-20%
18000, 36 months,17.58,D,85500,0,debt_consolidation,17.67,0,73.2,75k-100k,15k-20k,15+,60-80,15-20%
12000, 60 months,12.42,B,57000,0,credit_card,6.69,0,22.6,50k-75k,10k-15k,10-12.5,20-40,5-10%
7500, 36 months,12.69,B,40000,1,debt_consolidation,15.21,1,62.2,25k-50k,5k-10k,12.5-15,60-80,15-20%
1800, 36 months,7.51,A,90000,0,debt_consolidation,28.31,0,67.9,75k-100k,0-5k,7.5-10,60-80,25%+
12000, 36 months,11.71,B,120000,0,major_purchase,3.44,0,47.6,100k+,10k-15k,10-12.5,40-60,0-5%
8000, 60 months,19.03,E,108000,1,other,17.3,0,45.8,100k+,5k-10k,15+,40-60,15-20%
6250, 36 months,7.9,A,21000,0,debt_consolidation,21.77,0,85.2,0-25k,5k-10k,7.5-10,80+,20-25%
11000, 36 months,13.49,C,108000,0,car,6.83,0,56.5,100k+,10k-15k,12.5-15,40-60,5-10%
20000, 36 months,12.69,B,75000,0,debt_consolidation,11.18,0,58.4,50k-75k,15k-20k,12.5-15,40-60,10-15%
20000, 60 months,19.91,E,41600,1,debt_consolidation,15.35,0,78.3,25k-50k,15k-20k,15+,60-80,15-20%
3775, 36 months,15.27,C,22300,0,debt_consolidation,21.42,0,22.2,0-25k,0-5k,15+,20-40,20-25%
6000, 36 months,6.03,A,110000,0,debt_consolidation,1.32,0,0.3,100k+,5k-10k,0-7.5,0-20,0-5%
15000, 36 months,13.49,C,42000,0,debt_consolidation,7.83,0,54.8,25k-50k,10k-15k,12.5-15,40-60,5-10%
7750, 36 months,7.51,A,90000,0,debt_consolidation,8.69,0,29.1,75k-100k,5k-10k,7.5-10,20-40,5-10%
7000, 36 months,14.27,C,65000,0,credit_card,10.91,0,60.9,50k-75k,5k-10k,12.5-15,60-80,10-15%
9800, 36 months,12.69,B,88000,0,home_improvement,10.79,0,44.3,75k-100k,5k-10k,12.5-15,40-60,10-15%
25000, 36 months,7.9,A,90000,0,home_improvement,2.44,0,33.8,75k-100k,20k-25k,7.5-10,20-40,0-5%
4000, 36 months,11.71,B,32993.73,1,credit_card,12.37,0,58.7,25k-50k,0-5k,10-12.5,40-60,10-15%
12000, 36 months,6.03,A,50000,0,debt_consolidation,18.89,0,5.2,25k-50k,10k-15k,0-7.5,0-20,15-20%
21575, 60 months,23.91,G,54480,0,debt_consolidation,18.5,0,98.7,50k-75k,20k-25k,15+,80+,15-20%
3300, 36 months,14.65,C,66000,0,moving,11.6,0,42.9,50k-75k,0-5k,12.5-15,40-60,10-15%
5400, 36 months,15.27,C,112000,0,debt_consolidation,13.17,1,89.7,100k+,5k-10k,15+,80+,10-15%
12000, 36 months,12.42,B,85000,0,debt_consolidation,16.8,0,69.5,75k-100k,10k-15k,10-12.5,60-80,15-20%
16000, 60 months,15.27,C,45200,0,debt_consolidation,19.67,0,58.5,25k-50k,15k-20k,15+,40-60,15-20%
16250, 36 months,12.42,B,53000,1,credit_card,15.94,0,37.2,50k-75k,15k-20k,10-12.5,20-40,15-20%
12000, 36 months,15.27,C,60000,0,credit_card,11.8,0,87.6,50k-75k,10k-15k,15+,80+,10-15%
6000, 36 months,8.9,A,82000,0,debt_consolidation,24.23,0,91.7,75k-100k,5k-10k,7.5-10,80+,20-25%
10000, 36 months,7.51,A,50000,0,debt_consolidation,2.54,0,48,25k-50k,5k-10k,7.5-10,40-60,0-5%
20000, 60 months,12.69,B,80000,0,small_business,5.23,0,42.2,75k-100k,15k-20k,12.5-15,40-60,5-10%
12000, 36 months,12.69,B,35000,0,credit_card,12.48,0,86.6,25k-50k,10k-15k,12.5-15,80+,10-15%
13200, 36 months,12.42,B,40000,0,debt_consolidation,12.54,0,64,25k-50k,10k-15k,10-12.5,60-80,10-15%
11625, 60 months,19.03,E,32000,0,debt_consolidation,23.44,0,46.4,25k-50k,10k-15k,15+,40-60,20-25%
15000, 36 months,13.49,C,100000,0,debt_consolidation,20.41,0,28.8,75k-100k,10k-15k,12.5-15,20-40,20-25%
18000, 36 months,13.49,C,60000,0,debt_consolidation,16.72,0,39.4,50k-75k,15k-20k,12.5-15,20-40,15-20%
8300, 36 months,8.9,A,30000,1,debt_consolidation,3.8,0,36,25k-50k,5k-10k,7.5-10,20-40,0-5%
7000, 36 months,15.27,C,50000,0,debt_consolidation,9.77,0,48,25k-50k,5k-10k,15+,40-60,5-10%
18000, 60 months,17.27,D,42000,1,debt_consolidation,19.83,0,64.4,25k-50k,15k-20k,15+,60-80,15-20%
10800, 36 months,6.03,A,45000,0,major_purchase,1.63,0,5.2,25k-50k,10k-15k,0-7.5,0-20,0-5%
20000, 36 months,9.91,B,58000,0,debt_consolidation,9.39,0,66.5,50k-75k,15k-20k,7.5-10,60-80,5-10%
10000, 36 months,12.42,B,36000,0,major_purchase,13.33,0,54.8,25k-50k,5k-10k,10-12.5,40-60,10-15%
18000, 36 months,15.27,C,82570,0,credit_card,20.19,0,79.7,75k-100k,15k-20k,15+,60-80,20-25%
10000, 60 months,13.49,C,60000,0,car,13.32,0,13,50k-75k,5k-10k,12.5-15,0-20,10-15%
7200, 36 months,12.42,B,49000,0,credit_card,11.07,0,68.6,25k-50k,5k-10k,10-12.5,60-80,10-15%
5000, 36 months,7.9,A,21600,0,home_improvement,6.44,0,0,0-25k,0-5k,7.5-10,,5-10%
25000, 60 months,17.58,D,60000,1,debt_consolidation,5.68,0,31,50k-75k,20k-25k,15+,20-40,5-10%
8375, 36 months,7.51,A,50400,0,medical,21.14,0,17.8,50k-75k,5k-10k,7.5-10,0-20,20-25%
30000, 60 months,20.89,F,100000,1,debt_consolidation,24.14,0,84.6,75k-100k,25k+,15+,80+,20-25%
19075, 60 months,20.89,F,48000,0,debt_consolidation,17.38,0,74.9,25k-50k,15k-20k,15+,60-80,15-20%
1200, 36 months,12.42,B,29000,0,other,18.95,1,70.3,25k-50k,0-5k,10-12.5,60-80,15-20%
15000, 60 months,17.27,D,70666.08,0,debt_consolidation,20.82,0,49.2,50k-75k,10k-15k,15+,40-60,20-25%
3000, 36 months,12.42,B,75500,0,debt_consolidation,16.2,0,54.9,75k-100k,0-5k,10-12.5,40-60,15-20%
8000, 36 months,7.9,A,67200,0,home_improvement,4.54,0,36,50k-75k,5k-10k,7.5-10,20-40,0-5%
16000, 36 months,7.9,A,117996,0,home_improvement,9.09,0,36,100k+,15k-20k,7.5-10,20-40,5-10%
10000, 36 months,10.65,B,39870,0,home_improvement,19.74,0,36.8,25k-50k,5k-10k,10-12.5,20-40,15-20%
27050, 36 months,13.49,C,60000,0,small_business,21.34,0,50.4,50k-75k,25k+,12.5-15,40-60,20-25%
8000, 36 months,18.25,D,35000,0,debt_consolidation,6,0,86.6,25k-50k,5k-10k,15+,80+,5-10%
7500, 36 months,16.29,D,48000,0,wedding,13.05,0,38.3,25k-50k,5k-10k,15+,20-40,10-15%
12000, 36 months,16.29,D,105000,0,debt_consolidation,11.7,0,77.1,100k+,10k-15k,15+,60-80,10-15%
8500, 36 months,8.9,A,27120,0,home_improvement,19.56,0,3.5,25k-50k,5k-10k,7.5-10,0-20,15-20%
12000, 60 months,15.27,C,54000,1,debt_consolidation,12.47,0,66.6,50k-75k,10k-15k,15+,60-80,10-15%
10000, 36 months,11.71,B,60000,0,credit_card,12.16,0,33.9,50k-75k,5k-10k,10-12.5,20-40,10-15%
15000, 60 months,18.25,D,57960,0,debt_consolidation,17.17,1,75,50k-75k,10k-15k,15+,60-80,15-20%
15000, 36 months,14.27,C,40000,0,debt_consolidation,17.46,0,77.1,25k-50k,10k-15k,12.5-15,60-80,15-20%
10000, 36 months,16.77,D,77000,0,debt_consolidation,11.13,0,90.3,75k-100k,5k-10k,15+,80+,10-15%
12000, 36 months,9.91,B,75000,0,debt_consolidation,3.38,0,64.8,50k-75k,10k-15k,7.5-10,60-80,0-5%
6800, 36 months,20.3,E,80000,0,credit_card,24.21,0,98,75k-100k,5k-10k,15+,80+,20-25%
12000, 36 months,7.51,A,45204,0,debt_consolidation,18.79,0,71.8,25k-50k,10k-15k,7.5-10,60-80,15-20%
18725, 60 months,17.27,D,52000,1,debt_consolidation,23.35,0,56.6,50k-75k,15k-20k,15+,40-60,20-25%
13000, 60 months,15.27,C,40000,0,debt_consolidation,13.5,0,68.5,25k-50k,10k-15k,15+,60-80,10-15%
